cid,course_code,serial_no,course_name,department,reg_sel,credits,restrict,time,location,instructor,year,term,quota,authorize_quota,interschool_quota,english,dept_code,note
1363,HIC9012,1956,滿文文獻選讀研討,歷史系,選,2,"",二 A-B,本部 誠307,未定,110,1,50,10,2,"",LU22,""
1364,HIC9015,1957,5至16世紀法蘭西王權專題,歷史系,選,3,"",三 6-8,本部 正403,陳秀鳳,110,1,50,10,2,"",LU22,""
1365,HIC9018,1958,西方漢學專題,歷史系,選,3,"",二 2-4,本部 正406,李宗翰,110,1,50,10,2,"",LU22,""
1366,00UP001,1959,體育,歷史系,必,1,◎限大一修習    允許重複修,一 6-7,本部 操場一,未定,110,1,50,10,0,"",LU22,""
1367,HIU0062,1960,史學導論,歷史系,必,2,◎限本系(含雙主修)修習◎限大一修習,二 8-9,本部 正406,楊彥彬,110,1,30,10,0,"",LU22,已於上學期選定上課班別(A班或B班)者，下學期嚴禁換班上課。
1368,HIU0062,1961,史學導論,歷史系,必,2,◎限本系(含雙主修)修習◎限大一修習,二 8-9,本部 誠307,林欣宜,110,1,30,10,0,"",LU22,已於上學期選定上課班別(A班或B班)者，下學期嚴禁換班上課。
1369,HIU0344,1962,世界通史（上古）,歷史系,必,2,◎限本系(含雙主修)修習◎限大一修習,五 3-4,本部 誠307,陳秀鳳,110,1,30,6,0,"",LU22,已於上學期選定上課班別(A班或B班)者，下學期嚴禁換班上課。
1370,HIU0344,1963,世界通史（上古）,歷史系,必,2,◎限本系(含雙主修)修習◎限大一修習,五 3-4,本部 誠306,楊彥彬,110,1,30,10,0,"",LU22,已於上學期選定上課班別(A班或B班)者，下學期嚴禁換班上課。
1371,HIU0348,1964,臺灣通史（1895年前）,歷史系,必,2,◎限本系(含雙主修)修習◎限大一修習,二 6-7,本部 正406,吳文星,110,1,30,10,0,"",LU22,已於上學期選定上課班別(A班或B班)者，下學期嚴禁換班上課。
1372,HIU0348,1965,臺灣通史（1895年前）,歷史系,必,2,◎限本系(含雙主修)修習◎限大一修習,二 6-7,本部 誠307,林欣宜,110,1,30,10,0,"",LU22,已於上學期選定上課班別(A班或B班)者，下學期嚴禁換班上課。
1373,HIU0380,1966,中國通史（上古）,歷史系,必,2,◎限本系(含雙主修)修習◎限大一修習,一 3-4,本部 正406,陳健文,110,1,30,10,0,"",LU22,已於上學期選定上課班別(A班或B班)者，下學期嚴禁換班上課。
1374,HIU0380,1967,中國通史（上古）,歷史系,必,2,◎限本系(含雙主修)修習◎限大一修習,一 3-4,本部 誠208,呂春盛,110,1,30,10,0,"",LU22,已於上學期選定上課班別(A班或B班)者，下學期嚴禁換班上課。
1375,HIU0342,1968,中國通史（近世）,歷史系,必,2,◎限本系(含雙主修)修習,二 8-9,本部 樸306,陳昭揚,110,1,30,10,0,"",LU22,已於上學期選定上課班別(A班或B班)者，下學期嚴禁換班上課。
1376,HIU0342,1969,中國通史（近世）,歷史系,必,2,◎限本系(含雙主修)修習,二 8-9,本部 樸402,李宗翰,110,1,30,10,0,"",LU22,已於上學期選定上課班別(A班或B班)者，下學期嚴禁換班上課。
1377,HIU0346,1970,世界通史（近世）,歷史系,必,2,◎限本系(含雙主修)修習,五 8-9,本部 誠306,未定,110,1,30,10,0,"",LU22,已於上學期選定上課班別(A班或B班)者，下學期嚴禁換班上課。
1378,HIU0346,1971,世界通史（近世）,歷史系,必,2,◎限本系(含雙主修)修習,五 8-9,本部 正401,楊彥彬,110,1,30,10,0,"",LU22,已於上學期選定上課班別(A班或B班)者，下學期嚴禁換班上課。
1379,HIU0221,1972,史學方法（一）,歷史系,必,2,◎限本系(含雙主修)修習,二 8-9,本部 誠306,葉高樹,110,1,30,10,0,"",LU22,已於上學期選定上課班別(A班或B班)者，下學期嚴禁換班上課。
1380,HIU0221,1973,史學方法（一）,歷史系,必,2,◎限本系(含雙主修)修習,二 8-9,本部 正401,陳健文,110,1,30,10,0,"",LU22,已於上學期選定上課班別(A班或B班)者，下學期嚴禁換班上課。
1381,HIUE210,1974,歷史科教學實習（二）（教）,歷史系,選,2,◎限大四修習◎必須先修過【HIUE110  歷史科教學實習（一）（教）】,一 6-9,本部 樸201,石蘭梅,110,1,50,10,0,"",LU22,本課程為實習課程。「歷史教學實習(一)」注重教學計巧訓練，故限大三修習。「歷史教學實習(二)」注重駐校實地實習訓練，故限大四修習。須先修「歷史教學實習(一)」再修「歷史教學實習(二)」，二門課程不得併修。
1382,HIC0014,1665,故宮檔案專題研究,歷史碩,選,2,◎課程不開放上修,二 3-4,本部 歷史系研究生第1教室,葉高樹,110,1,50,10,2,"",LM22,""
1383,HIC0040,1666,東亞經濟史中的臺灣、中國、日本與世界,歷史碩,選,2,◎課程不開放上修,三 7-8,本部 歷史系研究生第2教室,未定,110,1,50,10,2,"",LM22,""
1384,HIC8004,1667,中國族群關係史專題研究（一）,歷史碩,選,2,◎課程不開放上修,四 3-4,本部 歷史系研究生第2教室,呂春盛,110,1,50,10,2,"",LM22,""
1385,HIC8015,1668,精英與現代中國專題研究,歷史碩,選,3,◎課程不開放上修,四 2-4,本部 歷史系研究生第1教室,未定,110,1,50,10,2,"",LM22,""
1386,HIC8016,1669,日治時期臺灣教育與學術專題研究,歷史碩,選,2,◎課程不開放上修,三 7-8,本部 歷史系研究生第1教室,吳文星,110,1,50,10,0,"",LM22,""
1387,HIC8018,1670,歷史領域產業實習,歷史碩,選,3,◎課程開放上修,一 6-10,本部 歷史系研究生第1教室,林欣宜,110,1,50,10,0,"",LM22,因已實習單位簽訂合作備忘錄，將由實習企業與本系甄選符合實習條件之同學前往實習單位實習，故本課程不開放系統選課，由老師於課堂發放授權碼，請於選課前徵詢任課教師意見。
1388,HIC8114,1671,明清社會史專題研究,歷史碩,選,3,◎課程不開放上修,二 7-9,本部 歷史系研究生第1教室,未定,110,1,50,10,3,"",LM22,""
1389,HIC8115,1672,中國上古史專題研究,歷史碩,選,3,◎課程不開放上修,四 2-4,本部 歷史系研究生第3教室,石蘭梅,110,1,50,10,2,"",LM22,""
1390,HIM0133,1673,歷史學研究法（一）,歷史碩,必,2,◎課程不開放上修,一 3-4,本部 歷史系研究生第1教室,楊彥彬,110,1,50,10,0,"",LM22,本系碩士班「歷史學研究法」限定碩二必修，其他年級不得上修，於本系《研究生手冊》頁10即明文規定。茲因碩士班一年級初入學尚未進入擬訂研究主題階段，「歷史學研究法」課程設計即為針對已訂定研究主題(即論文題目)同學，就同學資料蒐集、研究架構及研究方法等問題進行研討，故宜以訂定論文題目之碩二同學修習為宜。
1391,GEU0233,1975,地學通論（一）,地理系,必,2,◎限外系修習,四 A-B,本部 誠201,汪明輝,110,1,70,10,5,"",LU23,""
1392,GEU0234,1976,地學通論（二）,地理系,必,2,◎限外系修習,二 10-A,本部 誠202,翁叔平 李宗祐,110,1,70,10,5,"",LU23,""
1393,GEU0235,1977,環境管理與區域規劃實務,地理系,選,3,"",一 A-C,本部 地理系區域教室,李素馨 莫家俊,110,1,50,5,0,"",LU23,""
1394,GEU0241,1978,社會領域課程概論,地理系,選,2,"",五 3-4,本部 正106,蘇淑娟,110,1,50,5,1,"",LU23,限大三、大四選修。    必須先修過「社會領域課程概論」，才能修「社會領域探究與實作」。
1395,GEU0250,1979,臺灣生物多樣性,地理系,選,3,"",四 7-9,本部 誠101,陳瑩,110,1,50,5,3,"",LU23,""
1396,GEU0007,1980,聚落地理,地理系,選,2,◎限大一修習,四 3-4,本部 正205,譚鴻仁,110,1,50,5,5,"",LU23,""
1397,GEU0046,1981,地質學,地理系,選,3,◎限大一修習,四 10-B,本部 誠202,未定,110,1,100,10,0,"",LU23,""
1398,00UP001,1982,體育,地理系,必,1,◎限大一修習    允許重複修,五 3-4,本部 操場一,未定,110,1,50,10,0,"",LU23,""
1399,GEU0011,1983,臺灣地理,地理系,必,3,◎限大一修習,二 7-9,本部 正205,洪立三,110,1,50,4,3,"",LU23,""
1400,GEU0047,1984,氣象學,地理系,選,3,◎限大一修習,四 7-9,本部 正205,翁叔平,110,1,50,5,3,"",LU23,""
1401,GEU0167,1985,計量地理,地理系,必,3,◎限大一修習,三 6-8,本部 正405,陳哲銘,110,1,50,5,3,"",LU23,""
1402,GEU0233,1986,地學通論（一）,地理系,必,2,◎限本系(含雙主修)修習◎限大一修習,二 3-4,本部 正205,林聖欽,110,1,55,5,3,"",LU23,""
1403,GEU0234,1987,地學通論（二）,地理系,必,2,◎限本系(含雙主修)修習◎限大一修習,一 6-7,本部 正205,翁叔平 李宗祐,110,1,50,10,0,"",LU23,""
1404,00UP001,1988,體育,地理系,必,1,◎限大一修習    允許重複修,五 3-4,本部 操場一,施亦婕,110,1,50,10,0,"",LU23,""
1405,GEU0011,1989,臺灣地理,地理系,必,3,◎限大一修習,一 7-9,本部 正206,洪立三,110,1,50,4,3,"",LU23,""
1406,GEU0047,1990,氣象學,地理系,選,3,◎限大一修習,四 7-9,本部 正206,洪致文,110,1,50,5,3,"",LU23,""
1407,GEU0167,1991,計量地理,地理系,必,3,◎限大一修習,二 7-9,本部 正206,陳哲銘,110,1,50,5,3,"",LU23,""
1408,GEU0233,1992,地學通論（一）,地理系,必,2,◎限本系(含雙主修)修習◎限大一修習,一 3-4,本部 正206,張峻嘉,110,1,50,5,3,"",LU23,""
1409,GEU0234,1993,地學通論（二）,地理系,必,2,◎限本系(含雙主修)修習◎限大一修習,四 1-2,本部 正206,翁叔平 李宗祐,110,1,50,10,0,"",LU23,""
1410,GEU0004,1994,土壤地理,地理系,選,2,"",二 10-A,本部 誠306,韋煙灶,110,1,50,5,3,"",LU23,""
1411,GEU0005,1995,生物地理,地理系,選,3,"",五 7-9,本部 正205,陳瑩,110,1,50,5,3,"",LU23,""
1412,GEU0008,1996,社會地理,地理系,選,3,"",三 7-9,本部 正206,汪明輝,110,1,50,5,3,"",LU23,""
1413,GEU0029,1997,世界氣候,地理系,選,3,"",五 2-4,本部 正206,翁叔平,110,1,50,5,3,"",LU23,""
1414,GEU0050,1998,農業地理,地理系,選,2,"",一 8-9,本部 正205,張峻嘉,110,1,40,0,0,"",LU23,1.台語授課為主。2.考察遊覽車限制40人。
1415,GEU0184,1999,測量學,地理系,選,3,"",二 6-8,本部 誠107,王聖鐸,110,1,50,5,3,"",LU23,""
1416,GEU0003,2000,水文學,地理系,選,3,"",二 6-8,本部 正106,韋煙灶,110,1,50,5,3,"",LU23,""
1417,GEU0006,2001,經濟地理,地理系,必,3,"",二 2-4,本部 正206,王文誠,110,1,50,5,3,"",LU23,""
1418,GEU0017,2002,地圖學,地理系,必,3,"",一 2-4,本部 樸402,王聖鐸,110,1,50,5,3,"",LU23,""
1419,GEU0166,2003,地理資訊系統,地理系,必,3,"",四 3-5,本部 地理系電腦教室,吳秉昇,110,1,25,0,0,"",LU23,""
1420,GEU0166,2004,地理資訊系統,地理系,必,3,"",四 7-9,本部 地理系電腦教室,吳秉昇,110,1,25,10,0,"",LU23,""
1421,GEU0003,2005,水文學,地理系,選,3,"",一 7-9,本部 誠107,韋煙灶,110,1,50,5,3,"",LU23,""
1422,GEU0017,2006,地圖學,地理系,必,3,"",二 2-4,本部 誠306,王聖鐸,110,1,50,5,3,"",LU23,""
1423,GEU0057,2007,都市地理,地理系,必,3,"",一 2-4,本部 正205,莫家俊,110,1,50,5,3,是,LU23,""
1424,GEU0166,2008,地理資訊系統,地理系,必,3,"",五 3-5,本部 地理系電腦教室,張國楨,110,1,25,5,0,"",LU23,""
1425,GEU0166,2009,地理資訊系統,地理系,必,3,"",五 6-8,本部 地理系電腦教室,張國楨,110,1,25,5,0,"",LU23,""
1426,GEU0024,2010,臺灣地形,地理系,選,3,"",四 3-5,本部 正206,沈淑敏,110,1,50,5,3,"",LU23,""
1427,GEU0053,2011,市場地理,地理系,選,2,"",三 9-10,本部 正106,周學政,110,1,50,5,3,"",LU23,""
1428,GEU0176,2012,衛星影像處理與應用,地理系,選,3,"",三 6-8,本部 地理系電腦教室,張國楨,110,1,25,5,0,"",LU23,""
1429,GEU0178,2013,集水區經營,地理系,選,3,"",五 7-9,本部 正206,廖學誠,110,1,50,0,0,"",LU23,""
1430,GEU0179,2014,日常生活地理學,地理系,選,3,"",三 7-9,本部 正205,吳鄭重,110,1,50,5,3,是,LU23,""
1431,GEU0227,2015,土地法規,地理系,選,3,"",二 7-9,本部 樸304,未定,110,1,50,5,3,"",LU23,""
1432,GEU0230,2016,環保行政學,地理系,選,2,"",四 6-7,本部 誠107,未定,110,1,50,5,3,"",LU23,""
1433,GEU0239,2017,地理視覺化,地理系,選,3,"",一 6-8,本部 地理系電腦教室,周學政,110,1,25,5,3,"",LU23,""
1434,GEU0242,2018,原住民族地理,地理系,選,3,"",四 7-9,本部 正106,汪明輝,110,1,50,10,0,"",LU23,""
1435,GEU0118,2019,地理思想,地理系,必,3,"",二 2-4,本部 正106,陳哲銘 譚鴻仁,110,1,50,5,5,"",LU23,""
1436,GEU0118,2020,地理思想,地理系,必,3,"",一 2-4,本部 樸105,蘇淑娟,110,1,50,5,1,"",LU23,""
1437,GEUE110,2021,地理教學實習（一）（教）,地理系,選,2,◎限本系(含雙主修)修習◎必須先修過【GEUE001  地理教材教法（教）】,二 6-9,本部 樸201,林聖欽,110,1,40,3,0,"",LU23,本課程含實地學習時數36小時。
1438,GEM0090,1674,族群地理研討,地理碩,選,2,◎課程開放上修,三 A-B,本部 地理系研討室五,汪明輝,110,1,50,10,0,"",LM23,""
1439,GEM0121,1675,地理學研究法專題討論,地理碩,必,2,◎課程不開放上修,三 3-4,本部 地理系會議室,陳哲銘 莫家俊,110,1,50,5,0,"",LM23,""
1440,GEC0003,1676,地理教育的理論與實施,地理碩,選,2,◎課程開放上修,四 3-4,本部 地理系研討室五,洪立三,110,1,50,5,3,"",LM23,""
1441,GEC0009,1677,臺灣地理研討,地理碩,選,2,◎課程不開放上修,一 8-9,本部 地理系研討室五,林聖欽,110,1,50,5,3,"",LM23,""
1442,GEC0034,1678,農業地理研討,地理碩,選,2,◎課程不開放上修,一 6-7,本部 地理系研討室五,張峻嘉,110,1,50,0,3,"",LM23,""
1443,GEC0057,1679,空間與社會,地理碩,選,2,◎課程開放上修,三 1-2,本部 地理系會議室,李素馨,110,1,50,5,3,"",LM23,""
1444,GEC0064,1680,區域地理研討,地理碩,選,2,◎課程不開放上修,二 8-9,本部 地理系會議室,洪致文,110,1,30,5,3,"",LM23,""
1445,GEC0068,1681,多變量分析,地理碩,選,3,◎課程不開放上修,四 2-4,本部 地理系會議室,陳哲銘,110,1,50,5,3,"",LM23,""
1446,GEC0070,1682,空間資料庫,地理碩,選,2,◎課程開放上修,二 8-9,本部 地理系電腦教室,周學政,110,1,25,5,3,"",LM23,""
1447,GEC7002,1683,社會經濟地理資訊系統,地理碩,選,2,◎課程開放上修,二 6-7,本部 地理系電腦教室,周學政,110,1,25,5,3,"",LM23,""
1448,GEC8002,1684,氣候變遷研討,地理碩,選,3,◎課程開放上修,一 7-9,本部 地理系會議室,莫家俊,110,1,50,5,3,是,LM23,""
1449,GEC8004,1685,食物地理研討,地理碩,選,2,◎課程開放上修,三 9-10,本部 地理系研討室五,譚鴻仁,110,1,50,5,3,"",LM23,""
1450,GEC8021,1686,空間資訊模擬,地理碩,選,3,◎課程不開放上修,五 A-C,本部 地理系研討室六,張國楨,110,1,50,5,0,"",LM23,""
1451,GEC8022,1687,環保行政研討,地理碩,選,2,◎課程不開放上修,四 8-9,本部 地理系研討室五,未定,110,1,50,5,3,"",LM23,""
1452,GEC8030,1688,經濟地理研討,地理碩,選,3,◎課程開放上修,二 7-9,本部 地理系研討室五,王文誠,110,1,50,5,3,"",LM23,""
1453,GEC8032,1689,日常生活地理學特論,地理碩,選,3,◎課程開放上修,五 7-9,本部 地理系研討室五,吳鄭重,110,1,50,5,3,是,LM23,""
1454,GEC8079,1690,地理學專題演講,地理碩,必,2,允許重複修 ◎課程不開放上修,三 7-8,本部 地理系會議室,林宗儀,110,1,50,5,0,"",LM23,""
1455,GED0004,1619,地形學特論,地理博,選,2,◎課程開放上修,三 1-2,本部 地理系研討室五,沈淑敏,110,1,50,5,0,是,LD23,""
1456,GED0080,1620,地理學專題討論,地理博,必,1,允許重複修 ◎課程不開放上修,三 3,本部 地理系研討室五,王文誠,110,1,50,5,0,"",LD23,""
1457,GED0081,1621,地理學野外調查,地理博,必,1,允許重複修 ◎課程不開放上修,三 4,本部 地理系研討室五,沈淑敏,110,1,50,5,0,"",LD23,""
1458,TIM0063,1691,筆譯專業實習,翻譯碩,選,3,◎限本系(含雙主修)修習 ◎課程不開放上修,三 7-9,本部 樸304,賴慈芸,110,1,50,10,0,"",LM25,""
1459,TIM0064,1692,口譯專業實習,翻譯碩,選,3,◎限本系(含雙主修)修習 ◎課程不開放上修,三 7-9,本部 樸302,未定,110,1,50,10,0,"",LM25,""
1460,TIM0088,1693,口筆譯入門,翻譯碩,必,2,◎限本系(含雙主修)修習 ◎課程不開放上修,一 7-8,本部 正204,廖柏森,110,1,50,10,0,"",LM25,""
1461,TIM0089,1694,筆譯練習（英譯中）,翻譯碩,選,3,◎限本系(含雙主修)修習 ◎課程不開放上修,三 2-4,本部 譯505,賴慈芸,110,1,50,10,0,"",LM25,""
1462,TIM0090,1695,筆譯練習（中譯英）,翻譯碩,選,3,◎限本系(含雙主修)修習 ◎課程不開放上修,二 6-8,本部 譯505,胡宗文,110,1,50,10,0,"",LM25,""
1463,TIM0096,1696,視譯,翻譯碩,選,3,◎限本系(含雙主修)修習 ◎課程不開放上修,二 2-4,本部 譯506,陳子瑋 蔡嘉瑩,110,1,50,10,0,"",LM25,限會譯口譯組修習
1464,TIM0100,1697,口譯技巧（三）,翻譯碩,選,3,◎限本系(含雙主修)修習 ◎課程不開放上修,一 2-4,本部 譯505,汝明麗,110,1,50,10,0,"",LM25,""
1465,TIM1010,1698,筆譯專業實務,翻譯碩,選,2,◎課程不開放上修,二 2-3,本部 譯505,未定,110,1,50,10,1,"",LM25,""
1466,TIM1042,1699,進階筆譯（英譯中）,翻譯碩,選,3,◎限本系(含雙主修)修習 ◎課程不開放上修,一 6-8,本部 譯505,李根芳,110,1,50,10,0,"",LM25,""
1467,TIM1043,1700,進階筆譯（中譯英）,翻譯碩,選,3,◎限本系(含雙主修)修習 ◎課程不開放上修,四 7-9,本部 譯506,鄭永康,110,1,50,10,0,"",LM25,""
1468,TIM2001,1701,逐步口譯（英譯中）（一）,翻譯碩,選,3,◎限本系(含雙主修)修習 ◎課程不開放上修,三 2-4,本部 譯506,汝明麗,110,1,50,10,0,"",LM25,""
1469,TIM2002,1702,逐步口譯（中譯英）（一）,翻譯碩,選,3,◎限本系(含雙主修)修習 ◎課程不開放上修,五 2-4,本部 誠105,未定,110,1,50,10,0,"",LM25,""
1470,TIM2009,1703,同步口譯（英譯中）一,翻譯碩,選,3,◎限本系(含雙主修)修習 ◎課程不開放上修,一 2-4,本部 譯506,陳子瑋,110,1,50,10,0,"",LM25,""
1471,TIM2034,1704,逐步口譯（三）（英譯中）,翻譯碩,選,3,◎限本系(含雙主修)修習 ◎課程不開放上修,四 2-4,本部 譯506,汝明麗,110,1,50,10,0,"",LM25,""
